DatumExport;BrinVest;EsisIdentificatienummer;Vormingsgebied;Toets;Toetsversie;Schooljaar;Afnamedatum;Leerjaar;Afnamemoment;DL;Ruwescore;Vaardigheidsscore;DLE;AE;IV;Norm
03-04-2013;13NU00;135947260;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;32;38;;D;V;
03-04-2013;13NU00;135947260;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;25;35;10;D;IV;
03-04-2013;13NU00;135947260;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;28;111;9;E;V;
03-04-2013;13NU00;135947260;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;4;;20;;;
03-04-2013;13NU00;135947260;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;78;68;22;B;II;
03-04-2013;13NU00;135947260;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;193;64;20;B;II;
03-04-2013;13NU00;135947260;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;75;74;26;A;I;
03-04-2013;13NU00;135947260;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;40;47;15;B;III;
03-04-2013;13NU00;135947266;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;21;13;19;C;IV;
03-04-2013;13NU00;135947266;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;46;59;20;C;IV;
03-04-2013;13NU00;135947266;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;35;65;23;C;IV;
03-04-2013;13NU00;135947266;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;33;123;22;C;IV;
03-04-2013;13NU00;135947266;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;4;;20;;;
03-04-2013;13NU00;135947266;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;58;50;14;E;V;
03-04-2013;13NU00;135947266;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;161;53;15;D;V;
03-04-2013;13NU00;135947266;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;63;62;19;C;IV;
03-04-2013;13NU00;135947266;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;40;47;15;D;V;
03-04-2013;13NU00;135947268;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;26;19;23;C;III;
03-04-2013;13NU00;135947268;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;32;45;9;D;V;
03-04-2013;13NU00;135947268;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;43;74;29;B;II;
03-04-2013;13NU00;135947268;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;42;132;33;A;I;
03-04-2013;13NU00;135947268;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;8;;40;;;
03-04-2013;13NU00;135947268;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;88;96;52;A;I;
03-04-2013;13NU00;135947274;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;15;-5;;E;V;
03-04-2013;13NU00;135947274;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;34;47;10;D;V;
03-04-2013;13NU00;135947274;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;34;64;23;C;IV;
03-04-2013;13NU00;135947274;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;47;138;45;A;I;
03-04-2013;13NU00;135947274;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947274;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;77;86;38;A;I;
03-04-2013;13NU00;135947296;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;40;22;25;A;I;
03-04-2013;13NU00;135947296;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;44;61;23;B;II;
03-04-2013;13NU00;135947296;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;35;45;14;C;III;
03-04-2013;13NU00;135947296;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;45;125;24;A;I;
03-04-2013;13NU00;135947296;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;6;;30;;;
03-04-2013;13NU00;135947296;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;79;69;22;B;II;
03-04-2013;13NU00;135947296;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;188;62;19;B;II;
03-04-2013;13NU00;135947296;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;59;58;17;B;III;
03-04-2013;13NU00;135947296;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;50;59;18;B;II;
03-04-2013;13NU00;135947298;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;32;9;15;B;III;
03-04-2013;13NU00;135947298;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;44;61;23;B;II;
03-04-2013;13NU00;135947298;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;42;55;19;B;II;
03-04-2013;13NU00;135947298;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;47;128;28;A;I;
03-04-2013;13NU00;135947298;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;5;;25;;;
03-04-2013;13NU00;135947298;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;87;76;28;A;I;
03-04-2013;13NU00;135947298;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;211;70;23;A;I;
03-04-2013;13NU00;135947298;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;72;71;24;A;II;
03-04-2013;13NU00;135947298;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;52;61;19;B;II;
03-04-2013;13NU00;135947301;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135947301;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;91;98;;B;III;
03-04-2013;13NU00;135947303;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;24-01-2013;4;M4;15;37;8;14;C;III;
03-04-2013;13NU00;135947303;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;41;53;15;B;III;
03-04-2013;13NU00;135947303;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;41;53;18;B;II;
03-04-2013;13NU00;135947303;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;38;120;17;B;III;
03-04-2013;13NU00;135947303;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;2;;10;;;
03-04-2013;13NU00;135947303;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;30;26;7;E;V;
03-04-2013;13NU00;135947303;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;69;23;6;E;V;
03-04-2013;13NU00;135947303;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;21;21;5;E;V;
03-04-2013;13NU00;135947303;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;18;21;9;D;V;
03-04-2013;13NU00;135947305;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;37;17;22;B;II;
03-04-2013;13NU00;135947305;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;42;55;17;B;III;
03-04-2013;13NU00;135947305;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;40;52;17;B;II;
03-04-2013;13NU00;135947305;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;49;134;36;A;I;
03-04-2013;13NU00;135947305;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947305;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;43;37;10;D;V;
03-04-2013;13NU00;135947305;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;121;40;11;C;IV;
03-04-2013;13NU00;135947305;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;43;42;12;C;IV;
03-04-2013;13NU00;135947305;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;35;41;13;C;III;
03-04-2013;13NU00;135947307;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;27;2;12;C;IV;
03-04-2013;13NU00;135947307;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;41;53;15;B;III;
03-04-2013;13NU00;135947307;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;22;31;8;D;V;
03-04-2013;13NU00;135947307;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;34;114;11;D;V;
03-04-2013;13NU00;135947307;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;2;;10;;;
03-04-2013;13NU00;135947307;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;27;24;6;E;V;
03-04-2013;13NU00;135947307;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;55;18;;E;V;
03-04-2013;13NU00;135947307;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;17;17;;E;V;
03-04-2013;13NU00;135947307;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;11;13;7;E;V;
03-04-2013;13NU00;135947309;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;33;10;17;B;III;
03-04-2013;13NU00;135947309;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;27;30;;E;V;
03-04-2013;13NU00;135947309;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;35;45;14;C;III;
03-04-2013;13NU00;135947309;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;33;117;14;C;IV;
03-04-2013;13NU00;135947309;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947309;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;69;60;18;B;III;
03-04-2013;13NU00;135947309;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;152;50;14;C;III;
03-04-2013;13NU00;135947309;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;45;44;12;C;IV;
03-04-2013;13NU00;135947309;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;38;45;14;B;III;
03-04-2013;13NU00;135947311;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;26;19;23;C;III;
03-04-2013;13NU00;135947311;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;44;57;18;C;IV;
03-04-2013;13NU00;135947311;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;46;78;32;B;II;
03-04-2013;13NU00;135947311;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;33;126;25;B;III;
03-04-2013;13NU00;135947311;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947311;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;17-01-2013;5;M5;25;76;66;21;C;IV;
03-04-2013;13NU00;135947311;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;17-01-2013;5;M5;25;192;64;20;C;IV;
03-04-2013;13NU00;135947311;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;17-01-2013;5;M5;25;68;67;21;C;IV;
03-04-2013;13NU00;135947311;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;48;56;18;C;IV;
03-04-2013;13NU00;135947315;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;29-01-2013;4;M4;15;31;0;11;C;IV;
03-04-2013;13NU00;135947315;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;30;35;;D;V;
03-04-2013;13NU00;135947315;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;22;31;8;D;V;
03-04-2013;13NU00;135947315;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;45;125;24;A;I;
03-04-2013;13NU00;135947315;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947315;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;71;62;19;B;III;
03-04-2013;13NU00;135947315;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;149;49;14;C;III;
03-04-2013;13NU00;135947315;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;50;49;14;C;III;
03-04-2013;13NU00;135947315;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;27;32;11;C;IV;
03-04-2013;13NU00;135947317;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;44;32;34;A;I;
03-04-2013;13NU00;135947317;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;45;64;27;A;II;
03-04-2013;13NU00;135947317;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;46;62;22;A;I;
03-04-2013;13NU00;135947317;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;43;123;22;A;II;
03-04-2013;13NU00;135947317;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947317;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;61;53;15;C;IV;
03-04-2013;13NU00;135947317;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;133;44;12;C;IV;
03-04-2013;13NU00;135947317;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;43;42;12;C;IV;
03-04-2013;13NU00;135947317;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;29;34;12;C;IV;
03-04-2013;13NU00;135947319;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135947319;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 1*;2012-2013;04-02-2013;8;M8;56;91;79;31;D;V;
03-04-2013;13NU00;135947319;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 1+2+3;2012-2013;04-02-2013;8;M8;56;270;89;44;C;IV;
03-04-2013;13NU00;135947319;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 2*;2012-2013;04-02-2013;8;M8;56;100;98;;B;III;
03-04-2013;13NU00;135947319;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;79;88;41;C;IV;
03-04-2013;13NU00;135947323;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135947323;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;92;99;;B;II;
03-04-2013;13NU00;135947325;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;34;39;40;B;II;
03-04-2013;13NU00;135947325;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;82;98;47;A;I;
03-04-2013;13NU00;135947325;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;52;137;41;B;II;
03-04-2013;13NU00;135947325;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;10;;50;;;
03-04-2013;13NU00;135947325;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;79;88;41;B;II;
03-04-2013;13NU00;135947327;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;33;10;17;B;III;
03-04-2013;13NU00;135947327;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;45;64;27;A;II;
03-04-2013;13NU00;135947327;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;37;48;15;B;III;
03-04-2013;13NU00;135947327;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;39;120;19;B;II;
03-04-2013;13NU00;135947327;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;2;;10;;;
03-04-2013;13NU00;135947327;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;35;30;8;E;V;
03-04-2013;13NU00;135947327;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;74;25;6;E;V;
03-04-2013;13NU00;135947327;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;21;21;5;E;V;
03-04-2013;13NU00;135947327;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;18;21;9;D;V;
03-04-2013;13NU00;135947331;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;24-01-2013;4;M4;15;29;-2;10;D;IV;
03-04-2013;13NU00;135947331;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;26;29;;E;V;
03-04-2013;13NU00;135947331;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;26;36;10;D;IV;
03-04-2013;13NU00;135947331;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;44;124;23;A;I;
03-04-2013;13NU00;135947331;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;4;;20;;;
03-04-2013;13NU00;135947331;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;77;67;21;B;II;
03-04-2013;13NU00;135947331;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;173;57;17;B;III;
03-04-2013;13NU00;135947331;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;60;59;17;B;III;
03-04-2013;13NU00;135947331;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;36;42;14;C;III;
03-04-2013;13NU00;135947339;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;45;36;37;A;I;
03-04-2013;13NU00;135947339;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;49;91;50;A;I;
03-04-2013;13NU00;135947339;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;41;53;18;B;II;
03-04-2013;13NU00;135947339;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;43;123;22;A;II;
03-04-2013;13NU00;135947339;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;6;;30;;;
03-04-2013;13NU00;135947339;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;76;66;21;B;II;
03-04-2013;13NU00;135947339;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;222;74;26;A;I;
03-04-2013;13NU00;135947339;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;82;81;33;A;I;
03-04-2013;13NU00;135947339;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;64;75;27;A;I;
03-04-2013;13NU00;135947347;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;41;24;27;A;I;
03-04-2013;13NU00;135947347;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;48;80;41;A;I;
03-04-2013;13NU00;135947347;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;50;77;32;A+;I;
03-04-2013;13NU00;135947347;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;40;121;20;B;II;
03-04-2013;13NU00;135947347;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947347;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;55;48;13;C;IV;
03-04-2013;13NU00;135947347;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;125;41;11;C;IV;
03-04-2013;13NU00;135947347;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;45;44;12;C;IV;
03-04-2013;13NU00;135947347;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;25;29;11;C;IV;
03-04-2013;13NU00;135947349;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;37;17;22;B;II;
03-04-2013;13NU00;135947349;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;44;61;23;B;II;
03-04-2013;13NU00;135947349;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;42;55;19;B;II;
