DatumExport;BrinVest;EsisIdentificatienummer;Vormingsgebied;Toets;Toetsversie;Schooljaar;Afnamedatum;Leerjaar;Afnamemoment;DL;Ruwescore;Vaardigheidsscore;DLE;AE;IV;Norm
03-04-2013;13NU00;135947374;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;38;49;16;B;III;
03-04-2013;13NU00;135947374;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;37;115;12;C;IV;
03-04-2013;13NU00;135947374;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;4;;20;;;
03-04-2013;13NU00;135947374;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;89;77;30;A;I;
03-04-2013;13NU00;135947374;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;210;70;23;A;I;
03-04-2013;13NU00;135947374;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;67;66;21;B;II;
03-04-2013;13NU00;135947374;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;54;63;20;A;II;
03-04-2013;13NU00;135947376;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;24-01-2013;4;M4;15;26;-5;;D;V;
03-04-2013;13NU00;135947376;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;37;45;9;C;IV;
03-04-2013;13NU00;135947376;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;24;33;9;D;V;
03-04-2013;13NU00;135947376;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;20;108;6;E;V;
03-04-2013;13NU00;135947376;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;1;;5;;;
03-04-2013;13NU00;135947376;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;26;23;6;E;V;
03-04-2013;13NU00;135947376;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;48;16;;E;V;
03-04-2013;13NU00;135947376;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;16;16;;E;V;
03-04-2013;13NU00;135947376;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;6;7;6;E;V;
03-04-2013;13NU00;135947378;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 1;2012-2013;22-01-2013;7;M7;45;31;28;30;D;V;
03-04-2013;13NU00;135947378;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;31;79;33;E;V;
03-04-2013;13NU00;135947378;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;43;136;39;C;IV;
03-04-2013;13NU00;135947378;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;112;;44;C;;
03-04-2013;13NU00;135947378;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135947378;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 1*;2012-2013;22-01-2013;7;M7;45;89;77;30;C;V;
03-04-2013;13NU00;135947378;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 2*;2012-2013;22-01-2013;7;M7;45;86;85;37;C;IV;
03-04-2013;13NU00;135947378;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;81;89;44;C;III;
03-04-2013;13NU00;135947380;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;37;17;22;B;II;
03-04-2013;13NU00;135947380;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;34;41;6;D;IV;
03-04-2013;13NU00;135947380;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;25;35;10;D;IV;
03-04-2013;13NU00;135947380;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;37;119;16;B;III;
03-04-2013;13NU00;135947380;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;4;;20;;;
03-04-2013;13NU00;135947380;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;90;78;31;A;I;
03-04-2013;13NU00;135947380;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;215;71;24;A;I;
03-04-2013;13NU00;135947380;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;74;73;25;A;II;
03-04-2013;13NU00;135947380;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;51;60;19;B;II;
03-04-2013;13NU00;135947382;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;29-01-2013;4;M4;15;35;5;13;C;III;
03-04-2013;13NU00;135947382;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;17;16;;E;V;
03-04-2013;13NU00;135947382;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;36;47;15;C;III;
03-04-2013;13NU00;135947382;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;37;119;16;B;III;
03-04-2013;13NU00;135947382;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;4;;20;;;
03-04-2013;13NU00;135947382;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;67;58;17;C;III;
03-04-2013;13NU00;135947382;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;140;46;13;C;IV;
03-04-2013;13NU00;135947382;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;43;42;12;C;IV;
03-04-2013;13NU00;135947382;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;30;35;12;C;IV;
03-04-2013;13NU00;135947386;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;37;17;22;B;II;
03-04-2013;13NU00;135947386;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;41;53;15;B;III;
03-04-2013;13NU00;135947386;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;45;60;22;A;I;
03-04-2013;13NU00;135947386;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;41;122;21;B;II;
03-04-2013;13NU00;135947386;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947386;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;48;42;11;D;V;
03-04-2013;13NU00;135947386;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;119;39;11;C;IV;
03-04-2013;13NU00;135947386;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;40;39;11;C;IV;
03-04-2013;13NU00;135947386;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;31;36;12;C;IV;
03-04-2013;13NU00;135947388;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;34;12;18;B;III;
03-04-2013;13NU00;135947388;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;46;68;31;A;I;
03-04-2013;13NU00;135947388;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;25;35;10;D;IV;
03-04-2013;13NU00;135947388;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;45;125;24;A;I;
03-04-2013;13NU00;135947388;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;9;;45;;;
03-04-2013;13NU00;135947388;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;77;67;21;B;II;
03-04-2013;13NU00;135947388;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;225;74;27;A;I;
03-04-2013;13NU00;135947388;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;82;81;33;A;I;
03-04-2013;13NU00;135947388;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;66;77;28;A;I;
03-04-2013;13NU00;135947390;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;42;27;29;A;I;
03-04-2013;13NU00;135947390;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;41;53;15;B;III;
03-04-2013;13NU00;135947390;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;38;49;16;B;III;
03-04-2013;13NU00;135947390;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;49;134;36;A;I;
03-04-2013;13NU00;135947390;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;8;;40;;;
03-04-2013;13NU00;135947390;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;117;102;;A;I;
03-04-2013;13NU00;135947390;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;307;102;;A;I;
03-04-2013;13NU00;135947390;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;105;103;;A;I;
03-04-2013;13NU00;135947390;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;85;100;48;A;I;
03-04-2013;13NU00;135947394;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;9;;45;;;
03-04-2013;13NU00;135947394;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;79;88;41;B;II;
03-04-2013;13NU00;135947396;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;5;;25;;;
03-04-2013;13NU00;135947396;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;67;58;17;C;III;
03-04-2013;13NU00;135947396;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;72;24;6;E;V;
03-04-2013;13NU00;135947396;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;62;61;18;B;II;
03-04-2013;13NU00;135947396;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;43;50;16;B;III;
03-04-2013;13NU00;135947398;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;45;36;37;A;I;
03-04-2013;13NU00;135947398;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;45;64;27;A;II;
03-04-2013;13NU00;135947398;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;45;60;22;A;I;
03-04-2013;13NU00;135947398;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;45;125;24;A;I;
03-04-2013;13NU00;135947398;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;7;;35;;;
03-04-2013;13NU00;135947398;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;98;85;38;A;I;
03-04-2013;13NU00;135947398;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;255;84;37;A;I;
03-04-2013;13NU00;135947398;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;86;85;37;A;I;
03-04-2013;13NU00;135947398;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;71;83;33;A;I;
03-04-2013;13NU00;135947400;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;26;1;11;C;IV;
03-04-2013;13NU00;135947400;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;44;61;23;B;II;
03-04-2013;13NU00;135947400;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;24;33;9;D;V;
03-04-2013;13NU00;135947400;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;36;119;15;C;III;
03-04-2013;13NU00;135947400;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947402;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;33;10;17;B;III;
03-04-2013;13NU00;135947402;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;39;49;11;C;III;
03-04-2013;13NU00;135947402;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;28;38;11;C;IV;
03-04-2013;13NU00;135947402;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;24;109;7;E;V;
03-04-2013;13NU00;135947402;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135947402;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;67;58;17;C;III;
03-04-2013;13NU00;135947402;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;134;44;12;C;IV;
03-04-2013;13NU00;135947402;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;45;44;12;C;IV;
03-04-2013;13NU00;135947402;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;22;26;10;D;V;
03-04-2013;13NU00;135947404;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;25;25;28;C;IV;
03-04-2013;13NU00;135947404;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;62;82;35;C;III;
03-04-2013;13NU00;135947404;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;40;130;29;C;IV;
03-04-2013;13NU00;135947404;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135947404;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;89;96;55;A;I;
03-04-2013;13NU00;135947406;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;27;28;31;C;IV;
03-04-2013;13NU00;135947406;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;68;86;38;B;II;
03-04-2013;13NU00;135947406;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;34;127;26;D;V;
03-04-2013;13NU00;135947406;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135947406;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;86;94;48;A;I;
03-04-2013;13NU00;135947410;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;40;22;25;A;I;
03-04-2013;13NU00;135947410;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;48;80;41;A;I;
03-04-2013;13NU00;135947410;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;47;65;24;A;I;
03-04-2013;13NU00;135947410;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;48;131;30;A;I;
03-04-2013;13NU00;135947410;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;8;;40;;;
03-04-2013;13NU00;135947410;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;96;83;36;A;I;
03-04-2013;13NU00;135947410;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;270;89;44;A;I;
03-04-2013;13NU00;135947410;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;95;94;48;A;I;
03-04-2013;13NU00;135947410;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;79;92;41;A;I;
03-04-2013;13NU00;135947412;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 1;2012-2013;22-01-2013;7;M7;45;27;23;26;E;V;
03-04-2013;13NU00;135947412;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;51;91;42;C;IV;
03-04-2013;13NU00;135947412;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;52;142;55;B;II;
03-04-2013;13NU00;135947412;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;111;;43;C;;
03-04-2013;13NU00;135947412;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135947412;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;91;98;;B;II;
03-04-2013;13NU00;135947415;Overig;CITO Woordenschattoets;LOVS M3 - Totaal;2012-2013;29-01-2013;3;M3;5;50;93;51;A;I;
03-04-2013;13NU00;135947415;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M3 - Totaal;2012-2013;23-01-2013;3;M3;5;45;43;13;A;I;
03-04-2013;13NU00;135947415;Spelling;CITO Spelling;LOVS M3 - Start + Vervolg 2;2012-2013;23-01-2013;3;M3;5;49;118;14;A;I;
03-04-2013;13NU00;135947415;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;15-01-2013;3;;5;2;;10;;;
03-04-2013;13NU00;135947415;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1*;2012-2013;15-01-2013;3;M3;5;48;42;11;A;I;
03-04-2013;13NU00;135947415;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1+2;2012-2013;15-01-2013;3;M3;5;74;34;9;A;I;
03-04-2013;13NU00;135947415;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 2*;2012-2013;15-01-2013;3;M3;5;26;26;7;A;I;
03-04-2013;13NU00;135947417;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;22;5;13;D;V;
03-04-2013;13NU00;135947417;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;23;37;;E;V;
03-04-2013;13NU00;135947417;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;7;26;;E;V;
03-04-2013;13NU00;135947417;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;32;126;25;C;III;
03-04-2013;13NU00;135947417;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947417;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;70;61;18;D;IV;
03-04-2013;13NU00;135947417;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;200;66;21;C;IV;
03-04-2013;13NU00;135947417;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;75;74;26;B;III;
03-04-2013;13NU00;135947417;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;55;64;21;C;IV;
03-04-2013;13NU00;135947419;Overig;CITO Woordenschattoets;LOVS M3 - Totaal;2012-2013;29-01-2013;3;M3;5;35;17;;E;V;
03-04-2013;13NU00;135947419;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M3 - Totaal;2012-2013;23-01-2013;3;M3;5;13;0;;E;V;
03-04-2013;13NU00;135947419;Spelling;CITO Spelling;LOVS M3 - Start + Vervolg 1;2012-2013;23-01-2013;3;M3;5;38;101;;D;V;
03-04-2013;13NU00;135947419;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;15-01-2013;3;;5;0;;;E;;
03-04-2013;13NU00;135947419;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1*;2012-2013;15-01-2013;3;M3;5;10;9;;E;V;
03-04-2013;13NU00;135947419;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1+2;2012-2013;15-01-2013;3;M3;5;22;10;;E;V;
03-04-2013;13NU00;135947419;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 2*;2012-2013;15-01-2013;3;M3;5;12;12;;C;IV;
03-04-2013;13NU00;135947423;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;28;12;19;D;IV;
03-04-2013;13NU00;135947423;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;52;65;28;B;III;
03-04-2013;13NU00;135947423;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;44;75;30;B;II;
03-04-2013;13NU00;135947423;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;38;129;29;B;II;
03-04-2013;13NU00;135947423;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;8;;40;;;
03-04-2013;13NU00;135947423;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;64;74;27;B;III;
03-04-2013;13NU00;135947429;Overig;CITO Woordenschattoets;LOVS M3 - Totaal;2012-2013;29-01-2013;3;M3;5;49;70;32;A;I;
03-04-2013;13NU00;135947429;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M3 - Totaal;2012-2013;23-01-2013;3;M3;5;48;56;20;A+;I;
03-04-2013;13NU00;135947429;Spelling;CITO Spelling;LOVS M3 - Start + Vervolg 2;2012-2013;23-01-2013;3;M3;5;47;113;11;A;I;
03-04-2013;13NU00;135947429;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;15-01-2013;3;;5;1;;5;;;
03-04-2013;13NU00;135947429;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1*;2012-2013;15-01-2013;3;M3;5;41;36;9;A;II;
03-04-2013;13NU00;135947429;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 1+2;2012-2013;15-01-2013;3;M3;5;57;26;7;B;II;
03-04-2013;13NU00;135947429;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M3 - Kaart 2*;2012-2013;15-01-2013;3;M3;5;16;16;;B;III;
03-04-2013;13NU00;135947439;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;24-01-2013;5;M4;25;35;5;13;C;III;
03-04-2013;13NU00;135947439;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;5;M4;25;43;58;19;B;II;
03-04-2013;13NU00;135947439;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;5;M4;25;26;36;10;D;IV;
